NAME,B19013_001E,B19301_001E,B17001_002E,state,county
"Wicomico County, Maryland",69421,35658,13844,24,045
"Worcester County, Maryland",76689,48769,4275,24,047
"Baltimore city, Maryland",58349,37845,110509,24,510
"Barnstable County, Massachusetts",90447,55940,15911,25,001
"Berkshire County, Massachusetts",69744,45300,13518,25,003
"Bristol County, Massachusetts",80628,42006,62801,25,005
"Dukes County, Massachusetts",93225,60845,1364,25,007
"Essex County, Massachusetts",94378,50932,76850,25,009
"Franklin County, Massachusetts",70383,40282,8360,25,011
"Hampden County, Massachusetts",66619,35884,71252,25,013
"Hampshire County, Massachusetts",84025,43639,14133,25,015
"Middlesex County, Massachusetts",121304,64197,117050,25,017
"Nantucket County, Massachusetts",135590,62153,687,25,019
"Norfolk County, Massachusetts",120621,66685,45607,25,021
"Plymouth County, Massachusetts",105387,53423,34547,25,023
"Suffolk County, Massachusetts",87669,53173,126977,25,025
"Worcester County, Massachusetts",88524,45433,83304,25,027
"Alcona County, Michigan",50295,31167,1604,26,001
"Alger County, Michigan",55528,25099,801,26,003
"Allegan County, Michigan",75543,35220,11307,26,005
"Alpena County, Michigan",49133,30893,4685,26,007
"Antrim County, Michigan",68850,39166,2199,26,009
"Arenac County, Michigan",53487,29246,2019,26,011
"Baraga County, Michigan",51911,28665,877,26,013
"Barry County, Michigan",75182,38843,5163,26,015
"Bay County, Michigan",57887,33331,15715,26,017
"Benzie County, Michigan",71327,38875,1862,26,019
"Berrien County, Michigan",60379,36764,23756,26,021
"Branch County, Michigan",60600,29824,6409,26,023
"Calhoun County, Michigan",58191,32047,19360,26,025
"Cass County, Michigan",65183,36851,6573,26,027
"Charlevoix County, Michigan",69764,43782,2230,26,029
"Cheboygan County, Michigan",59557,32679,3029,26,031
"Chippewa County, Michigan",58408,31167,5441,26,033
"Clare County, Michigan",47816,27147,6765,26,035
"Clinton County, Michigan",82594,41790,7488,26,037
"Crawford County, Michigan",57998,30379,1798,26,039
"Delta County, Michigan",53852,32311,4802,26,041
"Dickinson County, Michigan",59651,35722,2477,26,043
"Eaton County, Michigan",77158,39207,8156,26,045
"Emmet County, Michigan",69690,42373,2816,26,047
"Genesee County, Michigan",58594,33562,65056,26,049
"Gladwin County, Michigan",53717,30893,3574,26,051
"Gogebic County, Michigan",47913,33516,1993,26,053
"Grand Traverse County, Michigan",75553,40644,9772,26,055
"Gratiot County, Michigan",57934,28123,5007,26,057
"Hillsdale County, Michigan",59425,30409,6682,26,059
"Houghton County, Michigan",52736,29173,5838,26,061
"Huron County, Michigan",54475,32069,3501,26,063
"Ingham County, Michigan",62548,36077,43825,26,065
"Ionia County, Michigan",71720,29736,6508,26,067
"Iosco County, Michigan",46224,28301,3767,26,069
"Iron County, Michigan",52241,31990,1642,26,071
"Isabella County, Michigan",52638,28809,13998,26,073
"Jackson County, Michigan",62581,33065,18276,26,075
"Kalamazoo County, Michigan",67905,37852,33911,26,077
"Kalkaska County, Michigan",56380,31074,2615,26,079
"Kent County, Michigan",76247,39342,69388,26,081
"Keweenaw County, Michigan",55560,41795,163,26,083
"Lake County, Michigan",45946,25695,2434,26,085
"Lapeer County, Michigan",75402,37419,8832,26,087
"Leelanau County, Michigan",82345,48491,1483,26,089
"Lenawee County, Michigan",65484,32976,10451,26,091
"Livingston County, Michigan",96135,47253,9362,26,093
"Luce County, Michigan",51015,23599,804,26,095
"Mackinac County, Michigan",60620,35512,1685,26,097
"Macomb County, Michigan",73876,38015,85418,26,099
"Manistee County, Michigan",59467,33818,2667,26,101
"Marquette County, Michigan",63115,32711,8535,26,103
"Mason County, Michigan",60744,34386,3944,26,105
"Mecosta County, Michigan",54132,27692,6778,26,107
"Menominee County, Michigan",54074,31313,2464,26,109
"Midland County, Michigan",73643,41594,8337,26,111
"Missaukee County, Michigan",57667,29386,1676,26,113
"Monroe County, Michigan",72573,37704,16690,26,115
"Montcalm County, Michigan",61250,28370,7882,26,117
"Montmorency County, Michigan",46345,28394,1690,26,119
"Muskegon County, Michigan",61347,30812,21923,26,121
"Newaygo County, Michigan",59065,29687,7537,26,123
"Oakland County, Michigan",92620,53157,97107,26,125
"Oceana County, Michigan",60691,28786,3657,26,127
"Ogemaw County, Michigan",50377,28837,3485,26,129
"Ontonagon County, Michigan",48316,30182,794,26,131
"Osceola County, Michigan",54875,27211,3551,26,133
"Oscoda County, Michigan",48692,26129,1139,26,135
"Otsego County, Michigan",62865,34190,2653,26,137
"Ottawa County, Michigan",83932,39116,21639,26,139
"Presque Isle County, Michigan",55986,34698,1645,26,141
"Roscommon County, Michigan",49898,34587,3758,26,143
"Saginaw County, Michigan",56579,32839,33469,26,145
"St. Clair County, Michigan",66887,35483,18761,26,147
"St. Joseph County, Michigan",62281,30171,7714,26,149
"Sanilac County, Michigan",55740,30904,6004,26,151
"Schoolcraft County, Michigan",55071,33805,1272,26,153
"Shiawassee County, Michigan",62498,33328,7402,26,155
"Tuscola County, Michigan",59815,30698,6443,26,157
"Van Buren County, Michigan",65531,32361,10591,26,159
"Washtenaw County, Michigan",84245,49568,48358,26,161
"Wayne County, Michigan",57223,32643,355857,26,163
"Wexford County, Michigan",58652,29617,4425,26,165
"Aitkin County, Minnesota",56406,32980,1931,27,001
"Anoka County, Minnesota",95782,43106,22852,27,003
"Becker County, Minnesota",68683,38444,3754,27,005
"Beltrami County, Minnesota",62173,32055,7160,27,007
"Benton County, Minnesota",70346,35885,3780,27,009
"Big Stone County, Minnesota",63024,35797,523,27,011
"Blue Earth County, Minnesota",70906,35182,10756,27,013
"Brown County, Minnesota",67038,35340,1918,27,015
"Carlton County, Minnesota",74660,35642,4396,27,017
"Carver County, Minnesota",116308,55216,4012,27,019
"Cass County, Minnesota",61970,34505,3653,27,021
"Chippewa County, Minnesota",62112,32772,1368,27,023
"Chisago County, Minnesota",97446,41814,3471,27,025
"Clay County, Minnesota",75006,36586,9165,27,027
"Clearwater County, Minnesota",62723,31879,943,27,029
"Cook County, Minnesota",71937,44316,477,27,031
"Cottonwood County, Minnesota",63586,32818,1448,27,033
"Crow Wing County, Minnesota",65975,36878,6841,27,035
"Dakota County, Minnesota",101360,48894,24600,27,037
"Dodge County, Minnesota",92890,42838,1018,27,039
"Douglas County, Minnesota",72472,41889,3281,27,041
"Faribault County, Minnesota",64000,35307,1555,27,043
"Fillmore County, Minnesota",73234,35645,1805,27,045
"Freeborn County, Minnesota",65679,36751,2895,27,047
"Goodhue County, Minnesota",78338,40087,4253,27,049
"Grant County, Minnesota",67600,36750,607,27,051
"Hennepin County, Minnesota",92595,55199,122904,27,053
"Houston County, Minnesota",71580,39340,1337,27,055
"Hubbard County, Minnesota",67197,36944,2143,27,057
"Isanti County, Minnesota",84063,38609,3591,27,059
"Itasca County, Minnesota",63962,34528,5161,27,061
"Jackson County, Minnesota",68368,37818,958,27,063
"Kanabec County, Minnesota",68995,33805,1549,27,065
"Kandiyohi County, Minnesota",73285,35814,4640,27,067
"Kittson County, Minnesota",66000,35565,443,27,069
"Koochiching County, Minnesota",59779,36515,1375,27,071
"Lac qui Parle County, Minnesota",66967,37520,570,27,073
"Lake County, Minnesota",73860,39930,921,27,075
"Lake of the Woods County, Minnesota",61667,35308,399,27,077
"Le Sueur County, Minnesota",87180,41400,2123,27,079
"Lincoln County, Minnesota",64750,35638,496,27,081
"Lyon County, Minnesota",68919,35256,3017,27,083
"McLeod County, Minnesota",73296,39361,2587,27,085
"Mahnomen County, Minnesota",52739,24710,1083,27,087
"Marshall County, Minnesota",69396,35920,655,27,089
"Martin County, Minnesota",61674,35152,2305,27,091
"Meeker County, Minnesota",75926,37233,1736,27,093
"Mille Lacs County, Minnesota",68088,33933,2871,27,095
"Morrison County, Minnesota",66264,34269,3448,27,097
"Mower County, Minnesota",66972,33921,4665,27,099
"Murray County, Minnesota",71500,38783,595,27,101
"Nicollet County, Minnesota",79113,41658,3308,27,103
"Nobles County, Minnesota",62973,29786,2665,27,105
"Norman County, Minnesota",65278,36245,562,27,107
"Olmsted County, Minnesota",90420,49799,12551,27,109
"Otter Tail County, Minnesota",67990,37202,5110,27,111
"Pennington County, Minnesota",71504,37342,1325,27,113
"Pine County, Minnesota",65059,32335,2933,27,115
"Pipestone County, Minnesota",68341,34973,1198,27,117
"Polk County, Minnesota",69540,34273,3468,27,119
"Pope County, Minnesota",71212,38905,1067,27,121
"Ramsey County, Minnesota",78108,43203,68789,27,123
"Red Lake County, Minnesota",73889,35198,363,27,125
"Redwood County, Minnesota",65617,33175,1519,27,127
"Renville County, Minnesota",66313,34554,1489,27,129
"Rice County, Minnesota",78214,37050,5503,27,131
"Rock County, Minnesota",75060,38472,827,27,133
"Roseau County, Minnesota",70122,36125,1563,27,135
"St. Louis County, Minnesota",66491,37850,26458,27,137
"Scott County, Minnesota",118268,51259,7517,27,139
"Sherburne County, Minnesota",99431,41412,5570,27,141
"Sibley County, Minnesota",74781,37919,1278,27,143
"Stearns County, Minnesota",73105,36087,19300,27,145
"Steele County, Minnesota",79722,40146,3121,27,147
"Stevens County, Minnesota",69737,38425,1095,27,149
"Swift County, Minnesota",58362,35595,1034,27,151
"Todd County, Minnesota",63216,30812,2988,27,153
"Traverse County, Minnesota",63456,36023,273,27,155
"Wabasha County, Minnesota",75063,40471,1606,27,157
"Wadena County, Minnesota",54747,28011,1642,27,159
"Waseca County, Minnesota",71856,35814,1198,27,161
"Washington County, Minnesota",110828,54418,12377,27,163
"Watonwan County, Minnesota",65197,34363,1467,27,165
"Wilkin County, Minnesota",67114,38317,856,27,167
"Winona County, Minnesota",66162,34889,6518,27,169
"Wright County, Minnesota",102980,43067,6771,27,171
"Yellow Medicine County, Minnesota",70605,36737,941,27,173
"Adams County, Mississippi",37271,22924,7461,28,001
"Alcorn County, Mississippi",47716,27320,5791,28,003
"Amite County, Mississippi",34866,24135,3398,28,005
"Attala County, Mississippi",42680,27625,4103,28,007
"Benton County, Mississippi",38750,24690,1328,28,009
"Bolivar County, Mississippi",37845,25440,9054,28,011
"Calhoun County, Mississippi",44505,24192,2426,28,013
"Carroll County, Mississippi",42285,29588,2084,28,015
"Chickasaw County, Mississippi",40224,21968,4392,28,017
"Choctaw County, Mississippi",41887,27628,1543,28,019
"Claiborne County, Mississippi",34282,17250,2419,28,021
"Clarke County, Mississippi",46329,26435,3176,28,023
"Clay County, Mississippi",37412,24702,4214,28,025
"Coahoma County, Mississippi",36075,22701,7623,28,027
"Copiah County, Mississippi",46889,28072,6353,28,029
"Covington County, Mississippi",40164,24147,4251,28,031
"DeSoto County, Mississippi",79666,34989,18083,28,033
"Forrest County, Mississippi",49340,28197,16868,28,035
"Franklin County, Mississippi",43942,26844,1805,28,037
"George County, Mississippi",51349,24756,4986,28,039
"Greene County, Mississippi",50000,18257,1824,28,041
"Grenada County, Mississippi",45745,27128,4669,28,043
"Hancock County, Mississippi",63623,36883,6263,28,045
"Harrison County, Mississippi",55211,30120,37450,28,047
"Hinds County, Mississippi",48596,27943,45809,28,049
"Holmes County, Mississippi",28818,20132,5598,28,051
"Humphreys County, Mississippi",31907,24506,2453,28,053
"Issaquena County, Mississippi",17900,13539,176,28,055
"Itawamba County, Mississippi",57252,33243,2324,28,057
"Jackson County, Mississippi",60045,31509,22256,28,059
"Jasper County, Mississippi",43914,24068,2785,28,061
"Jefferson County, Mississippi",31544,19366,2139,28,063
"Jefferson Davis County, Mississippi",36473,22693,2579,28,065
"Jones County, Mississippi",49451,26063,13933,28,067
"Kemper County, Mississippi",42947,22046,1778,28,069
"Lafayette County, Mississippi",59748,32536,9967,28,071
"Lamar County, Mississippi",67972,37681,10759,28,073
"Lauderdale County, Mississippi",45649,26590,17290,28,075
"Lawrence County, Mississippi",41096,24809,2683,28,077
"Leake County, Mississippi",46669,25662,4335,28,079
"Lee County, Mississippi",64479,33209,11039,28,081
"Leflore County, Mississippi",33115,23281,8524,28,083
"Lincoln County, Mississippi",47069,25775,7675,28,085
"Lowndes County, Mississippi",53687,29750,10235,28,087
"Madison County, Mississippi",79105,46538,10534,28,089
"Marion County, Mississippi",38399,23055,5362,28,091
"Marshall County, Mississippi",51431,27680,6181,28,093
"Monroe County, Mississippi",51190,27619,5557,28,095
"Montgomery County, Mississippi",36845,24126,2337,28,097
"Neshoba County, Mississippi",47400,23538,7938,28,099
"Newton County, Mississippi",49160,28364,4803,28,101
"Noxubee County, Mississippi",42298,19804,2337,28,103
"Oktibbeha County, Mississippi",42953,28221,13133,28,105
"Panola County, Mississippi",47894,25822,6712,28,107
"Pearl River County, Mississippi",54220,27549,8663,28,109
"Perry County, Mississippi",48333,24935,2304,28,111
"Pike County, Mississippi",40131,23013,11875,28,113
"Pontotoc County, Mississippi",54414,26359,5166,28,115
"Prentiss County, Mississippi",51578,27979,3866,28,117
"Quitman County, Mississippi",31192,18546,1789,28,119
"Rankin County, Mississippi",76460,36605,14417,28,121
"Scott County, Mississippi",44968,23043,6030,28,123
"Sharkey County, Mississippi",41000,22203,1025,28,125
"Simpson County, Mississippi",50867,27920,4321,28,127
"Smith County, Mississippi",51983,25394,2578,28,129
"Stone County, Mississippi",55894,25768,3660,28,131
"Sunflower County, Mississippi",37403,18851,6347,28,133
"Tallahatchie County, Mississippi",35428,20348,3095,28,135
"Tate County, Mississippi",61286,28306,4352,28,137
"Tippah County, Mississippi",47968,27762,4013,28,139
"Tishomingo County, Mississippi",45545,26896,3561,28,141
"Tunica County, Mississippi",41676,20086,3002,28,143
"Union County, Mississippi",55970,27373,3388,28,145
"Walthall County, Mississippi",37145,25673,2783,28,147
"Warren County, Mississippi",54117,31701,7923,28,149
"Washington County, Mississippi",38394,23190,12788,28,151
"Wayne County, Mississippi",34875,24479,4343,28,153
"Webster County, Mississippi",55657,27836,1550,28,155
"Wilkinson County, Mississippi",34928,22479,1601,28,157
"Winston County, Mississippi",45516,27743,4490,28,159
"Yalobusha County, Mississippi",47006,24719,2510,28,161
"Yazoo County, Mississippi",41867,19836,6569,28,163
"Adair County, Missouri",51020,28976,5438,29,001
"Andrew County, Missouri",68774,33722,1346,29,003
"Atchison County, Missouri",58521,32549,600,29,005
"Audrain County, Missouri",51745,27133,4255,29,007
"Barry County, Missouri",55592,30932,6330,29,009
"Barton County, Missouri",48105,25637,2558,29,011
"Bates County, Missouri",54122,27333,2993,29,013
"Benton County, Missouri",50229,31484,3396,29,015
"Bollinger County, Missouri",52306,24647,1570,29,017
"Boone County, Missouri",66564,37393,31074,29,019
"Buchanan County, Missouri",58303,31886,13398,29,021
"Butler County, Missouri",47245,25242,8718,29,023
"Caldwell County, Missouri",58269,29673,1392,29,025
"Callaway County, Missouri",70599,31874,3854,29,027
"Camden County, Missouri",59834,35927,5726,29,029
"Cape Girardeau County, Missouri",65070,32619,11340,29,031
"Carroll County, Missouri",59101,30403,793,29,033
"Carter County, Missouri",45737,27150,1069,29,035
"Cass County, Missouri",82473,38766,7440,29,037
"Cedar County, Missouri",43589,27243,2586,29,039
"Chariton County, Missouri",61910,28616,953,29,041
"Christian County, Missouri",75787,35587,7682,29,043
"Clark County, Missouri",53362,26417,720,29,045
"Clay County, Missouri",82264,40278,20681,29,047
"Clinton County, Missouri",66494,31924,2333,29,049
"Cole County, Missouri",70667,35519,6795,29,051
"Cooper County, Missouri",62239,27471,2004,29,053
"Crawford County, Missouri",52367,29581,3305,29,055
"Dade County, Missouri",46806,28731,1267,29,057
"Dallas County, Missouri",46547,24646,3484,29,059
"Daviess County, Missouri",59706,29497,1131,29,061
"DeKalb County, Missouri",67910,25591,959,29,063
"Dent County, Missouri",51410,27342,2412,29,065
"Douglas County, Missouri",47848,27762,2289,29,067
"Dunklin County, Missouri",44868,26123,6019,29,069
"Franklin County, Missouri",70111,35679,8364,29,071
"Gasconade County, Missouri",62638,34414,1722,29,073
"Gentry County, Missouri",53799,28968,923,29,075
"Greene County, Missouri",54968,33275,41987,29,077
"Grundy County, Missouri",51045,27809,1581,29,079
"Harrison County, Missouri",51809,24530,1312,29,081
"Henry County, Missouri",54903,31801,3263,29,083
"Hickory County, Missouri",33302,21476,1464,29,085
"Holt County, Missouri",55153,33121,391,29,087
"Howard County, Missouri",59023,27474,1206,29,089
"Howell County, Missouri",46401,24389,9006,29,091
"Iron County, Missouri",53401,26798,1792,29,093
"Jackson County, Missouri",65169,36890,97773,29,095
"Jasper County, Missouri",54963,28371,22265,29,097
"Jefferson County, Missouri",77217,36184,18549,29,099
"Johnson County, Missouri",62503,30639,6115,29,101
"Knox County, Missouri",49167,22902,470,29,103
"Laclede County, Missouri",49202,27790,6058,29,105
"Lafayette County, Missouri",78397,34166,2975,29,107
"Lawrence County, Missouri",52225,26407,5486,29,109
"Lewis County, Missouri",49779,24407,1513,29,111
"Lincoln County, Missouri",82543,33925,6793,29,113
"Linn County, Missouri",58435,32065,1965,29,115
"Livingston County, Missouri",58772,31495,1377,29,117
"McDonald County, Missouri",46494,23210,3912,29,119
"Macon County, Missouri",54113,27227,1632,29,121
"Madison County, Missouri",54042,31299,1497,29,123
"Maries County, Missouri",56491,30095,1463,29,125
"Marion County, Missouri",62492,30455,3870,29,127
"Mercer County, Missouri",55592,26850,516,29,129
"Miller County, Missouri",53490,29347,3906,29,131
"Mississippi County, Missouri",40833,21070,2560,29,133
"Moniteau County, Missouri",66792,28546,1530,29,135
"Monroe County, Missouri",50245,28787,1404,29,137
"Montgomery County, Missouri",58660,29570,1644,29,139
"Morgan County, Missouri",48841,27836,4088,29,141
"New Madrid County, Missouri",44092,26357,2744,29,143
"Newton County, Missouri",60313,32893,8618,29,145
"Nodaway County, Missouri",53917,28136,3559,29,147
"Oregon County, Missouri",41365,21405,1973,29,149
"Osage County, Missouri",70313,38553,999,29,151
"Ozark County, Missouri",39125,26638,1931,29,153
"Pemiscot County, Missouri",37426,24295,4489,29,155
"Perry County, Missouri",61486,30731,2109,29,157
"Pettis County, Missouri",57581,30991,6274,29,159
"Phelps County, Missouri",53242,28335,7357,29,161
"Pike County, Missouri",53363,26206,2513,29,163
"Platte County, Missouri",92543,47440,7389,29,165
"Polk County, Missouri",54487,26804,5215,29,167
"Pulaski County, Missouri",62541,27098,6382,29,169
"Putnam County, Missouri",50950,33176,564,29,171
"Ralls County, Missouri",62615,29625,1269,29,173
"Randolph County, Missouri",51480,25496,3901,29,175
"Ray County, Missouri",69779,35601,2784,29,177
"Reynolds County, Missouri",43856,25204,1073,29,179
"Ripley County, Missouri",42541,22076,2212,29,181
"St. Charles County, Missouri",99596,47746,18026,29,183
"St. Clair County, Missouri",43483,24845,1412,29,185
"Ste. Genevieve County, Missouri",61215,33060,1660,29,186
"St. Francois County, Missouri",53083,25304,10749,29,187
"St. Louis County, Missouri",78067,49009,94056,29,189
"Saline County, Missouri",55396,26704,2821,29,195
"Schuyler County, Missouri",53728,22625,414,29,197
"Scotland County, Missouri",58656,27808,343,29,199
"Scott County, Missouri",54621,29687,5826,29,201
"Shannon County, Missouri",46767,23661,1021,29,203
"Shelby County, Missouri",50387,27547,866,29,205
"Stoddard County, Missouri",51703,26614,4643,29,207
"Stone County, Missouri",58392,31865,4344,29,209
"Sullivan County, Missouri",53438,25882,879,29,211
"Taney County, Missouri",54467,28267,8906,29,213
"Texas County, Missouri",42870,23621,4674,29,215
"Vernon County, Missouri",53318,26515,3454,29,217
"Warren County, Missouri",75531,34909,3593,29,219
"Washington County, Missouri",49364,28191,4182,29,221
"Wayne County, Missouri",42758,23041,2739,29,223
"Webster County, Missouri",65103,27611,5967,29,225
"Worth County, Missouri",43536,30800,323,29,227
"Wright County, Missouri",43573,22602,3674,29,229
"St. Louis city, Missouri",52941,36722,58373,29,510
"Beaverhead County, Montana",55867,34640,1387,30,001
"Big Horn County, Montana",52463,21849,3292,30,003
"Blaine County, Montana",58507,24353,1395,30,005
"Broadwater County, Montana",61679,34956,633,30,007
"Carbon County, Montana",66780,40838,1073,30,009
"Carter County, Montana",46486,28824,222,30,011
"Cascade County, Montana",61351,34481,11172,30,013
"Chouteau County, Montana",51791,28980,878,30,015
"Custer County, Montana",61114,34830,1281,30,017
"Daniels County, Montana",47378,33757,183,30,019
"Dawson County, Montana",68168,37705,634,30,021
"Deer Lodge County, Montana",46436,30185,2070,30,023
"Fallon County, Montana",79750,42516,365,30,025
"Fergus County, Montana",58321,34932,1651,30,027
"Flathead County, Montana",68025,37984,9727,30,029
"Gallatin County, Montana",83434,47269,12231,30,031
"Garfield County, Montana",61786,33745,91,30,033
"Glacier County, Montana",41078,21438,3986,30,035
"Golden Valley County, Montana",54792,31204,135,30,037
"Granite County, Montana",53917,33776,431,30,039
"Hill County, Montana",58427,27996,2679,30,041
"Jefferson County, Montana",73875,39963,609,30,043
"Judith Basin County, Montana",58750,36713,357,30,045
"Lake County, Montana",58009,31177,5901,30,047
"Lewis and Clark County, Montana",71967,41274,6568,30,049
"Liberty County, Montana",48047,34682,515,30,051
"Lincoln County, Montana",44593,29387,3360,30,053
"McCone County, Montana",79022,39284,42,30,055
"Madison County, Montana",61226,40358,592,30,057
"Meagher County, Montana",55753,37498,223,30,059
"Mineral County, Montana",56098,32940,639,30,061
"Missoula County, Montana",66840,40311,13756,30,063
"Musselshell County, Montana",54875,32506,576,30,065
"Park County, Montana",67602,44273,1968,30,067
"Petroleum County, Montana",57981,32590,26,30,069
"Phillips County, Montana",61250,32450,290,30,071
"Pondera County, Montana",59861,30424,1272,30,073
"Powder River County, Montana",60313,38588,220,30,075
"Powell County, Montana",60994,29675,271,30,077
"Prairie County, Montana",44107,28287,278,30,079
"Ravalli County, Montana",67424,38555,4372,30,081
"Richland County, Montana",67515,34169,942,30,083
"Roosevelt County, Montana",51038,20564,3271,30,085
"Rosebud County, Montana",57656,27655,1670,30,087
"Sanders County, Montana",47110,29707,2027,30,089
"Sheridan County, Montana",67457,42653,356,30,091
"Silver Bow County, Montana",56297,35047,5438,30,093
"Stillwater County, Montana",78380,45245,713,30,095
"Sweet Grass County, Montana",64872,35495,219,30,097
"Teton County, Montana",65224,30874,886,30,099
"Toole County, Montana",54040,28621,468,30,101
"Treasure County, Montana",70096,37349,67,30,103
"Valley County, Montana",59725,30941,910,30,105
"Wheatland County, Montana",48272,28410,460,30,107
"Wibaux County, Montana",58750,31089,195,30,109
"Yellowstone County, Montana",72300,40978,17356,30,111
"Adams County, Nebraska",61502,34688,3563,31,001
"Antelope County, Nebraska",61924,32172,686,31,003
"Arthur County, Nebraska",66667,31210,34,31,005
"Banner County, Nebraska",62375,38474,49,31,007
"Blaine County, Nebraska",52083,40093,44,31,009
"Boone County, Nebraska",66800,36583,389,31,011
"Box Butte County, Nebraska",67893,32141,1271,31,013
"Boyd County, Nebraska",57120,35198,202,31,015
"Brown County, Nebraska",44267,31772,236,31,017
"Buffalo County, Nebraska",70093,36327,5653,31,019
"Burt County, Nebraska",54950,33457,941,31,021
"Butler County, Nebraska",75690,39639,647,31,023
"Cass County, Nebraska",87673,40941,1482,31,025
"Cedar County, Nebraska",72035,35820,444,31,027
"Chase County, Nebraska",57313,34477,298,31,029
"Cherry County, Nebraska",62373,31424,530,31,031
"Cheyenne County, Nebraska",54038,30467,1086,31,033
"Clay County, Nebraska",73933,36425,520,31,035
"Colfax County, Nebraska",71205,29436,1057,31,037
"Cuming County, Nebraska",68917,34825,678,31,039
"Custer County, Nebraska",62288,35562,1177,31,041
"Dakota County, Nebraska",66112,29584,2354,31,043
"Dawes County, Nebraska",53760,27256,964,31,045
"Dawson County, Nebraska",67462,34648,3378,31,047
"Deuel County, Nebraska",58875,38667,132,31,049
"Dixon County, Nebraska",60568,36911,518,31,051
"Dodge County, Nebraska",66793,33674,3255,31,053
"Douglas County, Nebraska",76083,42802,62856,31,055
"Dundy County, Nebraska",58977,36436,224,31,057
"Fillmore County, Nebraska",72335,41909,375,31,059
"Franklin County, Nebraska",55625,34650,421,31,061
"Frontier County, Nebraska",62928,30189,295,31,063
"Furnas County, Nebraska",58895,32494,506,31,065
"Gage County, Nebraska",60035,33435,2835,31,067
"Garden County, Nebraska",47139,28787,168,31,069
"Garfield County, Nebraska",64957,31710,213,31,071
"Gosper County, Nebraska",76583,38057,120,31,073
"Grant County, Nebraska",65139,32905,68,31,075
"Greeley County, Nebraska",52813,28736,271,31,077
"Hall County, Nebraska",63553,32671,7860,31,079
"Hamilton County, Nebraska",73254,34813,510,31,081
"Harlan County, Nebraska",64583,38129,224,31,083
"Hayes County, Nebraska",59405,35135,135,31,085
"Hitchcock County, Nebraska",49456,30595,319,31,087
"Holt County, Nebraska",66325,34952,986,31,089
"Hooker County, Nebraska",43333,29390,51,31,091
"Howard County, Nebraska",70766,33509,312,31,093
"Jefferson County, Nebraska",54494,30363,780,31,095
"Johnson County, Nebraska",64352,28046,265,31,097
"Kearney County, Nebraska",74276,37233,619,31,099
"Keith County, Nebraska",59511,34905,978,31,101
"Keya Paha County, Nebraska",63977,33995,85,31,103
"Kimball County, Nebraska",53151,31290,333,31,105
"Knox County, Nebraska",61250,31269,983,31,107
"Lancaster County, Nebraska",70387,38509,36483,31,109
"Lincoln County, Nebraska",63019,33437,3699,31,111
"Logan County, Nebraska",69250,35645,77,31,113
"Loup County, Nebraska",50000,28251,50,31,115
"McPherson County, Nebraska",58250,32675,35,31,117
"Madison County, Nebraska",61139,34690,4201,31,119
"Merrick County, Nebraska",57873,31349,772,31,121
"Morrill County, Nebraska",57325,29741,423,31,123
"Nance County, Nebraska",60054,32568,446,31,125
"Nemaha County, Nebraska",57196,36367,1001,31,127
"Nuckolls County, Nebraska",66000,39201,253,31,129
"Otoe County, Nebraska",73031,36817,1804,31,131
"Pawnee County, Nebraska",55833,29091,332,31,133
"Perkins County, Nebraska",61786,34696,245,31,135
"Phelps County, Nebraska",65114,38930,1257,31,137
"Pierce County, Nebraska",65603,33513,569,31,139
"Platte County, Nebraska",69943,35991,2774,31,141
"Polk County, Nebraska",67695,34344,393,31,143
"Red Willow County, Nebraska",58344,34401,1262,31,145
"Richardson County, Nebraska",50321,32336,837,31,147
"Rock County, Nebraska",57566,34660,113,31,149
"Saline County, Nebraska",71104,32563,1524,31,151
"Sarpy County, Nebraska",95911,43845,10398,31,153
"Saunders County, Nebraska",84474,41364,1471,31,155
"Scotts Bluff County, Nebraska",60137,33158,4379,31,157
"Seward County, Nebraska",79677,36054,1104,31,159
"Sheridan County, Nebraska",53609,31699,539,31,161
"Sherman County, Nebraska",60194,31023,318,31,163
"Sioux County, Nebraska",50833,26748,202,31,165
"Stanton County, Nebraska",76035,36737,404,31,167
"Thayer County, Nebraska",60305,32028,468,31,169
"Thomas County, Nebraska",70069,42187,39,31,171
"Thurston County, Nebraska",63459,23785,1253,31,173
"Valley County, Nebraska",62321,34637,353,31,175
"Washington County, Nebraska",89671,44206,1644,31,177
"Wayne County, Nebraska",64951,29985,1381,31,179
"Webster County, Nebraska",62571,34652,262,31,181
"Wheeler County, Nebraska",59167,35158,79,31,183
"York County, Nebraska",72914,39507,1242,31,185
"Churchill County, Nevada",69922,35869,2464,32,001
"Clark County, Nevada",69911,36615,299459,32,003
"Douglas County, Nevada",84262,49115,3678,32,005
"Elko County, Nevada",87755,39001,5473,32,007
"Esmeralda County, Nevada",40694,31776,157,32,009
"Eureka County, Nevada",73929,32187,285,32,011
"Humboldt County, Nevada",75574,35979,2448,32,013
"Lander County, Nevada",92388,41561,611,32,015
"Lincoln County, Nevada",67412,32459,288,32,017
"Lyon County, Nevada",70026,36330,6114,32,019
"Mineral County, Nevada",46625,26662,828,32,021
"Nye County, Nevada",53602,30751,7746,32,023
"Pershing County, Nevada",66304,25896,472,32,027
"Storey County, Nevada",86932,44539,371,32,029
"Washoe County, Nevada",81531,44448,52165,32,031
"White Pine County, Nevada",71297,30668,684,32,033
"Carson City, Nevada",67465,37677,6213,32,510
"Belknap County, New Hampshire",80719,43670,5408,33,001
